Dataset ID,Pipeline ID ,Performance (Accuracy Score),perf>0.88
486,430,0.95257413,1
845,178,0.9933072,1
804,771,0.95257413,1
4,454,0.98201376,1
410,7,0.95257413,1
866,206,0.9933072,1
886,759,0.9933072,1
614,167,0.9933072,1
473,581,0.9933072,1
824,234,0.95257413,1
408,474,0.98201376,1
826,300,0.98201376,1
647,196,0.95257413,1
458,104,0.98201376,1
746,38,0.98201376,1
422,338,0.880797,0
880,105,0.98201376,1
436,510,0.9933072,1
433,14,0.95257413,1
670,16,0.98201376,1
206,72,0.95257413,1
756,275,0.98201376,1
842,274,0.95257413,1
571,13,0.98201376,1
585,217,0.95257413,1
763,88,0.98201376,1
814,649,0.880797,0
910,403,0.95257413,1
896,96,0.9933072,1
715,121,0.880797,0
88,14,0.9933072,1
432,204,0.95257413,1
750,178,0.98201376,1
715,174,0.880797,0
512,840,0.98201376,1
931,237,0.95257413,1
939,318,0.880797,0
183,237,0.98201376,1
503,184,0.9933072,1
692,648,0.880797,0
718,619,0.98201376,1
298,1299,0.880797,0
346,122,0.95257413,1
869,301,0.98201376,1
845,142,0.9933072,1
782,330,0.95257413,1
266,232,0.98201376,1
677,514,0.98201376,1
750,214,0.98201376,1
673,538,0.7310586,0
133,268,0.95257413,1
214,180,0.98201376,1
10,7,0.98201376,1
623,306,0.95257413,1
814,630,0.98201376,1
700,274,0.9933072,1
879,364,0.880797,0
750,116,0.98201376,1
787,78,0.98201376,1
862,338,0.95257413,1
586,913,0.98201376,1
762,729,0.9933072,1
653,290,0.98201376,1
852,298,0.98201376,1
922,287,0.9933072,1
639,183,0.9933072,1
827,59,0.98201376,1
795,315,0.9933072,1
879,767,0.880797,0
906,728,0.9933072,1
718,96,0.95257413,1
886,251,0.98201376,1
128,989,0.880797,0
664,125,0.98201376,1
786,351,0.880797,0
134,553,0.95257413,1
658,240,0.95257413,1
787,362,0.880797,0
816,288,0.880797,0
434,548,0.95257413,1
84,514,0.9933072,1
628,143,0.9933072,1
542,462,0.95257413,1
837,407,0.98201376,1
233,610,0.9933072,1
536,947,0.7310586,0
846,455,0.7310586,0
789,584,0.880797,0
726,38,0.880797,0
442,174,0.880797,0
911,481,0.9933072,1
886,925,0.9933072,1
814,162,0.98201376,1
255,244,0.98201376,1
910,203,0.98201376,1
591,1015,0.98201376,1
81,894,0.7310586,0
681,1177,0.7310586,0
706,199,0.880797,0
794,120,0.95257413,1
362,175,0.98201376,1
626,1477,0.95257413,1
699,72,0.95257413,1
693,214,0.95257413,1
757,1142,0.9933072,1
536,507,0.98201376,1
896,182,0.9933072,1
882,226,0.95257413,1
453,251,0.880797,0
197,525,0.98201376,1
325,177,0.9933072,1
913,450,0.880797,0
787,435,0.95257413,1
621,1406,0.7310586,0
879,718,0.95257413,1
907,487,0.98201376,1
723,1233,0.7310586,0
867,179,0.98201376,1
681,677,0.7310586,0
262,322,0.7310586,0
822,7,0.9933072,1
929,282,0.98201376,1
450,987,0.7310586,0
222,404,0.7310586,0
845,22,0.98201376,1
820,475,0.98201376,1
502,182,0.9933072,1
665,272,0.95257413,1
912,529,0.880797,0
770,303,0.9933072,1
172,300,0.9933072,1
787,96,0.95257413,1
906,1118,0.9933072,1
372,1529,0.880797,0
200,769,0.95257413,1
907,478,0.98201376,1
942,1010,0.880797,0
570,483,0.98201376,1
915,153,0.98201376,1
693,450,0.98201376,1
535,377,0.9933072,1
919,681,0.95257413,1
629,356,0.95257413,1
619,1065,0.9933072,1
541,94,0.95257413,1
710,115,0.9933072,1
777,199,0.9933072,1
811,677,0.98201376,1
641,135,0.95257413,1
884,195,0.95257413,1
536,638,0.880797,0
888,511,0.9933072,1
397,704,0.9933072,1
706,3,0.95257413,1
620,1034,0.98201376,1
312,510,0.98201376,1
428,24,0.98201376,1
177,282,0.9933072,1
726,439,0.7310586,0
859,284,0.9933072,1
576,195,0.9933072,1
582,424,0.9933072,1
526,167,0.9933072,1
388,520,0.95257413,1
662,275,0.95257413,1
503,628,0.98201376,1
771,258,0.880797,0
832,648,0.95257413,1
710,179,0.98201376,1
9,588,0.9933072,1
496,21,0.9933072,1
711,1220,0.98201376,1
266,1144,0.95257413,1
862,876,0.7310586,0
805,1015,0.7310586,0
434,1,0.98201376,1
923,0,0.9933072,1
692,590,0.95257413,1
530,891,0.95257413,1
766,504,0.98201376,1
930,514,0.9933072,1
506,251,0.9933072,1
880,275,0.9933072,1
801,260,0.95257413,1
918,1108,0.95257413,1
688,404,0.9933072,1
660,169,0.98201376,1
498,428,0.98201376,1
317,691,0.98201376,1
776,526,0.98201376,1
363,267,0.95257413,1
665,115,0.98201376,1
853,7,0.9933072,1
471,425,0.98201376,1
710,237,0.98201376,1
698,457,0.98201376,1
428,1075,0.880797,0
746,84,0.95257413,1
670,180,0.9933072,1
628,244,0.95257413,1
863,92,0.95257413,1
287,210,0.9933072,1
757,117,0.880797,0
267,36,0.95257413,1
803,162,0.95257413,1
404,139,0.95257413,1
888,54,0.98201376,1
858,292,0.98201376,1
377,291,0.95257413,1
298,784,0.880797,0
893,752,0.9933072,1
346,179,0.9933072,1
473,356,0.9933072,1
706,920,0.98201376,1
654,1160,0.95257413,1
898,526,0.98201376,1
631,678,0.98201376,1
681,865,0.880797,0
861,78,0.9933072,1
570,190,0.98201376,1
342,201,0.98201376,1
920,650,0.95257413,1
549,312,0.9933072,1
932,933,0.7310586,0
359,650,0.98201376,1
229,232,0.7310586,0
774,689,0.95257413,1
850,263,0.880797,0
518,1237,0.9933072,1
918,325,0.95257413,1
941,30,0.9933072,1
384,503,0.98201376,1
455,579,0.98201376,1
9,237,0.98201376,1
694,267,0.9933072,1
710,65,0.98201376,1
395,471,0.9933072,1
681,183,0.98201376,1
942,548,0.7310586,0
879,624,0.98201376,1
659,230,0.880797,0
428,468,0.98201376,1
715,217,0.95257413,1
499,442,0.98201376,1
877,196,0.98201376,1
84,203,0.98201376,1
354,681,0.98201376,1
526,233,0.9933072,1
199,175,0.9933072,1
716,332,0.98201376,1
761,954,0.9933072,1
553,1045,0.98201376,1
933,1036,0.7310586,0
863,470,0.9933072,1
814,433,0.95257413,1
926,1088,0.9933072,1
787,67,0.95257413,1
846,210,0.98201376,1
547,232,0.9933072,1
185,54,0.98201376,1
920,421,0.95257413,1
899,123,0.98201376,1
770,180,0.98201376,1
795,11,0.9933072,1
76,120,0.880797,0
893,106,0.95257413,1
776,201,0.9933072,1
108,143,0.98201376,1
587,754,0.95257413,1
746,1630,0.95257413,1
825,553,0.98201376,1
367,447,0.95257413,1
654,941,0.98201376,1
683,65,0.98201376,1
849,70,0.9933072,1
888,247,0.98201376,1
617,469,0.95257413,1
605,203,0.98201376,1
214,207,0.98201376,1
765,233,0.98201376,1
551,236,0.98201376,1
710,565,0.880797,0
550,1303,0.7310586,0
278,804,0.95257413,1
313,172,0.7310586,0
921,567,0.95257413,1
939,548,0.880797,0
642,473,0.9933072,1
455,746,0.98201376,1
439,56,0.9933072,1
5,463,0.880797,0
126,49,0.98201376,1
586,332,0.98201376,1
623,292,0.98201376,1
704,624,0.9933072,1
853,743,0.880797,0
715,661,0.95257413,1
371,325,0.98201376,1
536,327,0.880797,0
709,184,0.98201376,1
689,1117,0.7310586,0
605,256,0.9933072,1
560,761,0.95257413,1
666,356,0.9933072,1
598,1277,0.9933072,1
658,233,0.98201376,1
654,5,0.98201376,1
804,208,0.98201376,1
689,239,0.7310586,0
904,474,0.95257413,1
750,143,0.98201376,1
628,195,0.98201376,1
388,181,0.9933072,1
359,256,0.98201376,1
911,601,0.9933072,1
896,384,0.95257413,1
939,473,0.95257413,1
765,746,0.9933072,1
665,404,0.880797,0
467,583,0.98201376,1
499,30,0.98201376,1
621,720,0.98201376,1
923,276,0.95257413,1
662,317,0.98201376,1
842,1479,0.880797,0
600,317,0.98201376,1
523,229,0.95257413,1
763,672,0.98201376,1
773,411,0.95257413,1
197,70,0.95257413,1
624,203,0.95257413,1
899,479,0.98201376,1
619,322,0.9933072,1
923,227,0.98201376,1
672,344,0.98201376,1
756,514,0.9933072,1
793,126,0.9933072,1
369,649,0.9933072,1
900,1619,0.9933072,1
258,293,0.95257413,1
118,457,0.9933072,1
707,1151,0.9933072,1
654,911,0.95257413,1
904,312,0.98201376,1
664,153,0.95257413,1
880,505,0.98201376,1
418,211,0.7310586,0
895,274,0.98201376,1
893,750,0.95257413,1
681,558,0.98201376,1
536,285,0.95257413,1
520,289,0.95257413,1
642,178,0.98201376,1
902,280,0.98201376,1
48,300,0.95257413,1
706,304,0.9933072,1
239,339,0.98201376,1
745,61,0.95257413,1
330,466,0.95257413,1
6,426,0.9933072,1
633,514,0.98201376,1
12,423,0.7310586,0
428,505,0.98201376,1
640,63,0.98201376,1
748,1138,0.95257413,1
890,716,0.98201376,1
697,130,0.98201376,1
885,802,0.880797,0
880,522,0.98201376,1
285,188,0.95257413,1
708,545,0.98201376,1
636,684,0.95257413,1
536,71,0.7310586,0
452,749,0.98201376,1
837,167,0.9933072,1
776,203,0.9933072,1
536,139,0.880797,0
898,409,0.7310586,0
917,169,0.98201376,1
665,1012,0.95257413,1
729,872,0.880797,0
711,93,0.98201376,1
898,187,0.880797,0
428,110,0.880797,0
307,549,0.98201376,1
567,198,0.95257413,1
428,166,0.95257413,1
654,30,0.95257413,1
910,202,0.98201376,1
653,688,0.95257413,1
830,747,0.880797,0
660,257,0.98201376,1
72,196,0.9933072,1
874,480,0.9933072,1
446,199,0.95257413,1
505,835,0.98201376,1
688,474,0.98201376,1
901,175,0.9933072,1
457,301,0.9933072,1
604,214,0.95257413,1
558,69,0.95257413,1
449,344,0.880797,0
639,54,0.9933072,1
401,94,0.9933072,1
335,293,0.98201376,1
855,687,0.880797,0
933,628,0.98201376,1
932,51,0.95257413,1
715,135,0.9933072,1
42,101,0.98201376,1
895,301,0.880797,0
922,2,0.98201376,1
437,280,0.98201376,1
353,184,0.95257413,1
45,92,0.98201376,1
880,120,0.9933072,1
629,122,0.98201376,1
921,93,0.95257413,1
436,202,0.7310586,0
791,543,0.98201376,1
78,9,0.9933072,1
874,171,0.98201376,1
787,502,0.98201376,1
902,648,0.98201376,1
902,411,0.880797,0
846,160,0.880797,0
442,747,0.98201376,1
908,1120,0.9933072,1
373,54,0.880797,0
922,116,0.98201376,1
683,216,0.880797,0
460,574,0.880797,0
832,67,0.98201376,1
587,1090,0.98201376,1
525,99,0.9933072,1
654,1112,0.95257413,1
542,211,0.98201376,1
12,183,0.7310586,0
698,8,0.880797,0
879,86,0.98201376,1
795,482,0.9933072,1
863,657,0.880797,0
797,490,0.98201376,1
486,384,0.98201376,1
886,1032,0.98201376,1
386,520,0.95257413,1
908,508,0.9933072,1
150,417,0.95257413,1
731,321,0.95257413,1
918,470,0.95257413,1
384,233,0.7310586,0
262,195,0.98201376,1
83,69,0.9933072,1
270,96,0.9933072,1
757,478,0.9933072,1
832,95,0.9933072,1
600,172,0.9933072,1
708,671,0.880797,0
794,767,0.95257413,1
654,1355,0.95257413,1
605,201,0.98201376,1
859,285,0.98201376,1
900,577,0.95257413,1
869,384,0.95257413,1
523,514,0.98201376,1
659,656,0.880797,0
302,235,0.98201376,1
933,87,0.98201376,1
140,1279,0.7310586,0
715,659,0.98201376,1
626,288,0.880797,0
939,3,0.880797,0
642,628,0.95257413,1
713,1027,0.98201376,1
912,655,0.95257413,1
665,126,0.9933072,1
264,283,0.98201376,1
326,304,0.9933072,1
193,124,0.880797,0
93,237,0.9933072,1
681,940,0.98201376,1
676,150,0.98201376,1
587,238,0.9933072,1
248,194,0.98201376,1
715,173,0.9933072,1
888,177,0.9933072,1
893,44,0.98201376,1
537,171,0.98201376,1
844,345,0.95257413,1
879,1477,0.95257413,1
803,63,0.9933072,1
61,216,0.880797,0
728,312,0.95257413,1
290,63,0.9933072,1
641,50,0.9933072,1
918,740,0.95257413,1
531,917,0.98201376,1
393,939,0.95257413,1
795,723,0.880797,0
718,455,0.7310586,0
683,264,0.98201376,1
696,126,0.9933072,1
806,623,0.95257413,1
681,404,0.880797,0
789,925,0.880797,0
896,70,0.9933072,1
716,684,0.98201376,1
58,514,0.98201376,1
71,517,0.98201376,1
275,178,0.9933072,1
449,740,0.95257413,1
220,245,0.9933072,1
285,454,0.7310586,0
806,62,0.9933072,1
599,181,0.98201376,1
915,297,0.95257413,1
388,134,0.880797,0
120,256,0.9933072,1
644,190,0.9933072,1
621,247,0.98201376,1
715,427,0.95257413,1
633,14,0.98201376,1
912,182,0.98201376,1
502,495,0.9933072,1
888,651,0.9933072,1
760,274,0.98201376,1
862,305,0.9933072,1
939,316,0.98201376,1
750,398,0.95257413,1
797,376,0.95257413,1
254,839,0.7310586,0
63,462,0.98201376,1
937,594,0.880797,0
372,527,0.95257413,1
557,743,0.98201376,1
870,257,0.9933072,1
473,221,0.98201376,1
693,656,0.98201376,1
592,948,0.880797,0
878,126,0.9933072,1
482,49,0.9933072,1
575,293,0.95257413,1
939,750,0.95257413,1
673,750,0.95257413,1
644,171,0.98201376,1
662,695,0.95257413,1
633,932,0.95257413,1
667,366,0.9933072,1
799,750,0.98201376,1
838,49,0.9933072,1
543,293,0.880797,0
185,293,0.95257413,1
880,174,0.880797,0
649,492,0.98201376,1
453,470,0.95257413,1
697,24,0.880797,0
661,12,0.98201376,1
669,483,0.9933072,1
271,173,0.9933072,1
36,577,0.95257413,1
551,99,0.98201376,1
323,285,0.9933072,1
182,448,0.880797,0
694,902,0.98201376,1
710,380,0.9933072,1
910,101,0.95257413,1
215,495,0.9933072,1
746,268,0.98201376,1
933,207,0.9933072,1
126,689,0.7310586,0
505,709,0.9933072,1
516,236,0.7310586,0
720,83,0.95257413,1
290,1488,0.880797,0
267,60,0.98201376,1
737,259,0.880797,0
681,182,0.95257413,1
886,698,0.7310586,0
882,341,0.98201376,1
668,268,0.95257413,1
865,301,0.880797,0
734,276,0.95257413,1
663,1097,0.95257413,1
654,656,0.95257413,1
493,844,0.98201376,1
206,207,0.98201376,1
209,0,0.9933072,1
867,55,0.95257413,1
452,272,0.98201376,1
591,409,0.9933072,1
918,143,0.98201376,1
12,173,0.98201376,1
926,559,0.880797,0
932,178,0.9933072,1
529,442,0.98201376,1
696,1088,0.95257413,1
726,65,0.95257413,1
631,63,0.9933072,1
298,641,0.98201376,1
806,95,0.95257413,1
862,1242,0.98201376,1
302,782,0.880797,0
662,172,0.95257413,1
711,229,0.95257413,1
841,753,0.7310586,0
888,184,0.98201376,1
896,434,0.95257413,1
396,57,0.9933072,1
806,967,0.98201376,1
886,1050,0.98201376,1
202,236,0.95257413,1
654,1379,0.98201376,1
834,271,0.98201376,1
882,44,0.9933072,1
670,209,0.9933072,1
147,968,0.98201376,1
708,78,0.95257413,1
628,233,0.98201376,1
651,285,0.95257413,1
822,659,0.9933072,1
892,1214,0.95257413,1
109,1054,0.880797,0
541,951,0.98201376,1
275,406,0.880797,0
342,12,0.9933072,1
815,348,0.98201376,1
911,317,0.98201376,1
845,504,0.9933072,1
870,434,0.95257413,1
607,285,0.98201376,1
239,306,0.98201376,1
716,249,0.7310586,0
296,247,0.95257413,1
822,217,0.98201376,1
559,248,0.9933072,1
587,106,0.9933072,1
498,914,0.98201376,1
245,154,0.7310586,0
726,392,0.95257413,1
452,796,0.7310586,0
502,822,0.880797,0
590,1040,0.880797,0
795,774,0.880797,0
606,434,0.95257413,1
636,1027,0.95257413,1
412,306,0.880797,0
586,314,0.98201376,1
725,116,0.7310586,0
911,196,0.9933072,1
845,1034,0.98201376,1
773,549,0.880797,0
568,6,0.98201376,1
898,384,0.95257413,1
233,685,0.95257413,1
444,273,0.880797,0
214,171,0.98201376,1
760,357,0.95257413,1
895,1216,0.880797,0
942,180,0.98201376,1
652,247,0.95257413,1
763,94,0.9933072,1
188,156,0.98201376,1
763,590,0.95257413,1
696,283,0.9933072,1
787,426,0.880797,0
757,967,0.9933072,1
124,167,0.9933072,1
933,708,0.95257413,1
89,191,0.98201376,1
689,293,0.95257413,1
655,895,0.9933072,1
450,260,0.880797,0
891,500,0.95257413,1
922,280,0.98201376,1
821,1109,0.98201376,1
832,55,0.98201376,1
641,317,0.880797,0
286,221,0.9933072,1
556,874,0.98201376,1
502,268,0.9933072,1
670,678,0.95257413,1
915,426,0.98201376,1
499,482,0.98201376,1
806,173,0.9933072,1
212,830,0.98201376,1
246,339,0.95257413,1
937,104,0.7310586,0
930,1021,0.7310586,0
749,303,0.98201376,1
478,272,0.98201376,1
17,99,0.9933072,1
888,1194,0.95257413,1
155,654,0.95257413,1
621,7,0.98201376,1
313,1052,0.9933072,1
808,257,0.95257413,1
882,398,0.9933072,1
234,65,0.880797,0
795,300,0.7310586,0
681,209,0.98201376,1
638,660,0.98201376,1
770,767,0.98201376,1
670,175,0.880797,0
749,875,0.880797,0
329,375,0.98201376,1
279,111,0.95257413,1
807,285,0.98201376,1
166,1199,0.98201376,1
845,426,0.98201376,1
494,184,0.9933072,1
434,75,0.95257413,1
888,153,0.98201376,1
891,99,0.9933072,1
373,442,0.9933072,1
621,664,0.880797,0
575,254,0.95257413,1
863,1015,0.98201376,1
814,615,0.7310586,0
771,322,0.98201376,1
900,233,0.98201376,1
405,87,0.880797,0
711,37,0.98201376,1
450,877,0.7310586,0
707,126,0.95257413,1
893,306,0.95257413,1
336,24,0.95257413,1
942,411,0.880797,0
188,7,0.9933072,1
558,660,0.95257413,1
917,736,0.95257413,1
915,1,0.95257413,1
544,430,0.95257413,1
404,58,0.7310586,0
536,173,0.95257413,1
113,152,0.95257413,1
877,69,0.95257413,1
803,179,0.98201376,1
500,978,0.95257413,1
748,583,0.95257413,1
737,407,0.9933072,1
365,636,0.9933072,1
638,381,0.880797,0
665,1153,0.95257413,1
449,117,0.95257413,1
370,126,0.98201376,1
590,215,0.98201376,1
541,392,0.95257413,1
436,93,0.98201376,1
644,959,0.98201376,1
854,85,0.880797,0
841,750,0.98201376,1
557,274,0.98201376,1
873,190,0.98201376,1
915,316,0.98201376,1
693,629,0.95257413,1
864,110,0.7310586,0
118,123,0.98201376,1
795,177,0.95257413,1
931,233,0.95257413,1
662,55,0.9933072,1
296,180,0.98201376,1
747,327,0.98201376,1
745,280,0.95257413,1
659,265,0.880797,0
91,117,0.880797,0
392,248,0.95257413,1
1,303,0.98201376,1
886,762,0.9933072,1
654,1106,0.98201376,1
84,920,0.95257413,1
758,221,0.9933072,1
504,583,0.98201376,1
6,30,0.98201376,1
25,292,0.95257413,1
531,351,0.95257413,1
449,385,0.98201376,1
471,1138,0.9933072,1
697,142,0.95257413,1
624,282,0.95257413,1
640,29,0.98201376,1
707,277,0.98201376,1
938,120,0.9933072,1
806,415,0.95257413,1
706,647,0.98201376,1
149,122,0.98201376,1
921,172,0.9933072,1
895,85,0.7310586,0
480,579,0.98201376,1
909,288,0.95257413,1
280,322,0.95257413,1
657,470,0.98201376,1
914,327,0.880797,0
885,662,0.98201376,1
723,682,0.7310586,0
814,68,0.98201376,1
853,596,0.880797,0
723,332,0.98201376,1
302,96,0.9933072,1
553,14,0.98201376,1
804,1053,0.95257413,1
848,632,0.9933072,1
531,86,0.9933072,1
323,309,0.98201376,1
669,174,0.880797,0
834,96,0.9933072,1
737,199,0.95257413,1
633,284,0.98201376,1
710,1167,0.98201376,1
184,702,0.98201376,1
879,123,0.9933072,1
721,99,0.98201376,1
576,173,0.9933072,1
893,326,0.98201376,1
373,277,0.880797,0
118,63,0.98201376,1
884,382,0.880797,0
681,110,0.95257413,1
923,120,0.98201376,1
183,1100,0.98201376,1
709,418,0.98201376,1
863,37,0.95257413,1
715,221,0.98201376,1
795,450,0.9933072,1
877,115,0.880797,0
636,12,0.7310586,0
772,1070,0.880797,0
822,197,0.98201376,1
580,221,0.95257413,1
341,148,0.9933072,1
839,131,0.98201376,1
408,288,0.7310586,0
497,133,0.95257413,1
199,811,0.98201376,1
795,515,0.98201376,1
698,14,0.7310586,0
787,590,0.95257413,1
897,241,0.98201376,1
685,10,0.98201376,1
239,747,0.95257413,1
847,24,0.9933072,1
926,779,0.7310586,0
416,48,0.95257413,1
0,148,0.880797,0
290,194,0.98201376,1
813,217,0.95257413,1
882,133,0.9933072,1
824,180,0.98201376,1
586,257,0.98201376,1
69,90,0.95257413,1
71,57,0.98201376,1
180,870,0.880797,0
631,195,0.95257413,1
624,293,0.95257413,1
75,181,0.98201376,1
617,567,0.98201376,1
935,180,0.98201376,1
267,474,0.98201376,1
416,179,0.9933072,1
941,968,0.98201376,1
804,287,0.7310586,0
42,844,0.9933072,1
931,379,0.98201376,1
717,830,0.95257413,1
363,686,0.7310586,0
248,407,0.9933072,1
750,366,0.98201376,1
884,188,0.9933072,1
748,140,0.98201376,1
446,78,0.95257413,1
313,418,0.98201376,1
895,731,0.98201376,1
772,264,0.880797,0
627,257,0.9933072,1
674,285,0.98201376,1
726,267,0.98201376,1
451,944,0.98201376,1
659,173,0.98201376,1
221,733,0.880797,0
830,82,0.98201376,1
935,332,0.95257413,1
804,93,0.7310586,0
893,747,0.95257413,1
769,14,0.9933072,1
732,285,0.98201376,1
789,49,0.98201376,1
247,805,0.95257413,1
827,509,0.95257413,1
654,1645,0.95257413,1
689,237,0.9933072,1
459,320,0.95257413,1
631,1182,0.880797,0
513,305,0.98201376,1
772,120,0.880797,0
734,675,0.95257413,1
14,282,0.98201376,1
706,346,0.9933072,1
645,907,0.95257413,1
267,50,0.95257413,1
942,183,0.9933072,1
797,780,0.880797,0
871,762,0.95257413,1
12,618,0.95257413,1
692,96,0.9933072,1
416,712,0.880797,0
633,1048,0.880797,0
93,745,0.98201376,1
497,233,0.98201376,1
746,662,0.9933072,1
660,63,0.98201376,1
486,66,0.95257413,1
665,639,0.98201376,1
35,260,0.9933072,1
895,720,0.98201376,1
812,897,0.7310586,0
680,989,0.98201376,1
406,490,0.98201376,1
799,291,0.9933072,1
740,691,0.7310586,0
891,290,0.98201376,1
311,49,0.9933072,1
202,878,0.98201376,1
800,353,0.98201376,1
415,310,0.95257413,1
291,281,0.98201376,1
654,873,0.98201376,1
513,11,0.9933072,1
785,70,0.9933072,1
850,618,0.98201376,1
61,206,0.95257413,1
664,417,0.98201376,1
59,653,0.98201376,1
895,229,0.98201376,1
853,510,0.98201376,1
346,248,0.9933072,1
866,182,0.95257413,1
718,63,0.9933072,1
763,116,0.9933072,1
341,87,0.7310586,0
245,650,0.98201376,1
869,194,0.98201376,1
895,225,0.95257413,1
161,121,0.880797,0
665,498,0.98201376,1
932,450,0.7310586,0
252,698,0.98201376,1
941,130,0.9933072,1
891,171,0.9933072,1
591,14,0.9933072,1
471,251,0.98201376,1
648,180,0.98201376,1
789,297,0.9933072,1
17,417,0.95257413,1
471,677,0.98201376,1
833,293,0.95257413,1
238,11,0.9933072,1
806,525,0.9933072,1
400,677,0.95257413,1
665,309,0.9933072,1
714,157,0.880797,0
933,120,0.95257413,1
882,505,0.9933072,1
933,770,0.95257413,1
723,327,0.98201376,1
742,275,0.9933072,1
551,322,0.880797,0
683,755,0.98201376,1
659,0,0.95257413,1
926,229,0.9933072,1
623,844,0.95257413,1
915,21,0.98201376,1
34,265,0.95257413,1
326,167,0.98201376,1
869,27,0.98201376,1
553,178,0.95257413,1
536,427,0.98201376,1
619,1502,0.98201376,1
662,8,0.880797,0
456,955,0.98201376,1
887,285,0.9933072,1
355,257,0.9933072,1
861,227,0.9933072,1
274,228,0.95257413,1
477,945,0.880797,0
824,244,0.9933072,1
683,7,0.9933072,1
879,677,0.95257413,1
816,326,0.98201376,1
691,207,0.98201376,1
120,49,0.9933072,1
670,685,0.95257413,1
647,61,0.9933072,1
784,182,0.9933072,1
720,581,0.95257413,1
887,761,0.9933072,1
400,489,0.95257413,1
7,335,0.95257413,1
933,209,0.98201376,1
462,865,0.95257413,1
726,226,0.98201376,1
663,320,0.95257413,1
322,846,0.95257413,1
769,325,0.98201376,1
692,520,0.9933072,1
200,565,0.95257413,1
882,371,0.95257413,1
773,203,0.95257413,1
563,297,0.95257413,1
832,248,0.7310586,0
706,617,0.95257413,1
329,988,0.9933072,1
738,317,0.98201376,1
846,152,0.98201376,1
585,182,0.98201376,1
654,1083,0.95257413,1
697,0,0.98201376,1
434,38,0.95257413,1
500,99,0.98201376,1
656,110,0.9933072,1
577,297,0.98201376,1
742,301,0.9933072,1
710,264,0.880797,0
876,175,0.9933072,1
647,6,0.95257413,1
769,327,0.95257413,1
641,172,0.9933072,1
797,1065,0.880797,0
536,38,0.880797,0
822,82,0.95257413,1
905,306,0.95257413,1
787,553,0.95257413,1
729,99,0.9933072,1
129,927,0.98201376,1
192,181,0.98201376,1
669,968,0.880797,0
918,192,0.880797,0
931,497,0.9933072,1
386,238,0.7310586,0
740,238,0.880797,0
415,178,0.880797,0
93,356,0.9933072,1
665,212,0.98201376,1
824,249,0.9933072,1
434,419,0.98201376,1
795,553,0.880797,0
321,506,0.98201376,1
931,514,0.98201376,1
879,814,0.98201376,1
706,526,0.9933072,1
871,924,0.98201376,1
477,282,0.98201376,1
912,272,0.95257413,1
498,172,0.9933072,1
665,97,0.98201376,1
12,773,0.7310586,0
485,514,0.9933072,1
635,9,0.9933072,1
756,664,0.95257413,1
579,865,0.98201376,1
915,3,0.98201376,1
888,434,0.98201376,1
756,256,0.98201376,1
847,64,0.880797,0
730,282,0.98201376,1
668,322,0.7310586,0
387,671,0.98201376,1
268,201,0.880797,0
89,208,0.9933072,1
926,66,0.98201376,1
933,674,0.98201376,1
847,132,0.98201376,1
923,741,0.95257413,1
459,136,0.9933072,1
676,242,0.95257413,1
895,541,0.95257413,1
591,57,0.9933072,1
682,270,0.95257413,1
471,66,0.98201376,1
942,654,0.98201376,1
819,312,0.9933072,1
881,1059,0.95257413,1
783,332,0.98201376,1
65,534,0.98201376,1
538,305,0.98201376,1
393,201,0.9933072,1
942,95,0.98201376,1
806,132,0.9933072,1
20,618,0.880797,0
435,839,0.95257413,1
142,287,0.9933072,1
781,690,0.95257413,1
644,257,0.95257413,1
708,401,0.95257413,1
923,172,0.9933072,1
897,285,0.880797,0
647,1032,0.880797,0
681,85,0.880797,0
43,624,0.95257413,1
937,1011,0.9933072,1
820,160,0.98201376,1
863,180,0.9933072,1
920,1033,0.95257413,1
934,120,0.98201376,1
345,87,0.98201376,1
832,1117,0.95257413,1
644,207,0.9933072,1
175,457,0.98201376,1
390,186,0.98201376,1
597,689,0.95257413,1
738,464,0.7310586,0
726,545,0.880797,0
408,704,0.880797,0
178,537,0.98201376,1
732,741,0.95257413,1
56,987,0.98201376,1
707,257,0.9933072,1
268,1102,0.9933072,1
653,268,0.98201376,1
885,1434,0.95257413,1
660,303,0.880797,0
473,1285,0.880797,0
22,153,0.95257413,1
681,819,0.95257413,1
891,402,0.95257413,1
388,602,0.9933072,1
941,499,0.9933072,1
909,507,0.98201376,1
523,310,0.98201376,1
654,513,0.9933072,1
681,737,0.95257413,1
867,213,0.95257413,1
649,619,0.880797,0
931,1450,0.9933072,1
499,15,0.98201376,1
842,1117,0.880797,0
536,516,0.98201376,1
942,372,0.95257413,1
604,618,0.98201376,1
879,420,0.880797,0
559,150,0.95257413,1
652,1182,0.7310586,0
886,317,0.9933072,1
879,688,0.98201376,1
920,754,0.98201376,1
876,69,0.9933072,1
910,834,0.95257413,1
152,567,0.98201376,1
931,160,0.95257413,1
871,976,0.95257413,1
652,160,0.98201376,1
706,380,0.95257413,1
884,236,0.9933072,1
887,136,0.98201376,1
421,301,0.95257413,1
137,13,0.95257413,1
769,1011,0.9933072,1
462,1008,0.95257413,1
726,664,0.95257413,1
762,221,0.9933072,1
847,500,0.95257413,1
877,480,0.9933072,1
941,478,0.98201376,1
496,230,0.95257413,1
649,1214,0.95257413,1
729,236,0.95257413,1
397,95,0.98201376,1
541,180,0.98201376,1
716,298,0.98201376,1
362,1066,0.95257413,1
